"None","E(keV)","psi0rSi111","psi0iSi111","psihrSi111","psihiSi111","psihbrSi111","psihbiSi111"
947,49.30000,-3.9715E-007,2.4445E-010,2.0891E-007,1.7069E-010,2.0891E-007,1.7069E-010
948,49.35000,-3.9635E-007,2.4346E-010,2.0848E-007,1.6999E-010,2.0848E-007,1.6999E-010
949,49.40000,-3.9554E-007,2.4246E-010,2.0806E-007,1.693E-010,2.0806E-007,1.693E-010
950,49.45000,-3.9474E-007,2.4148E-010,2.0764E-007,1.6861E-010,2.0764E-007,1.6861E-010
951,49.50000,-3.9394E-007,2.4049E-010,2.0722E-007,1.6793E-010,2.0722E-007,1.6793E-010
952,49.55000,-3.9315E-007,2.3952E-010,2.068E-007,1.6724E-010,2.068E-007,1.6724E-010
953,49.60000,-3.9236E-007,2.3855E-010,2.0638E-007,1.6656E-010,2.0638E-007,1.6656E-010
954,49.65000,-3.9157E-007,2.3758E-010,0.000000206,1.6589E-010,0.000000206,1.6589E-010
955,49.70000,-3.9078E-007,2.3662E-010,2.0555E-007,1.6522E-010,2.0555E-007,1.6522E-010
956,49.75000,-0.00000039,2.3566E-010,2.0514E-007,1.6455E-010,2.0514E-007,1.6455E-010
957,49.80000,-3.8921E-007,2.3471E-010,2.0473E-007,1.6388E-010,2.0473E-007,1.6388E-010
958,49.85000,-3.8843E-007,2.3376E-010,2.0432E-007,1.6322E-010,2.0432E-007,1.6322E-010
959,49.90000,-3.8765E-007,2.3282E-010,2.0391E-007,1.6256E-010,2.0391E-007,1.6256E-010
960,49.95000,-3.8687E-007,2.3188E-010,2.035E-007,1.6191E-010,2.035E-007,1.6191E-010
