K,TotalPower,OnAxisPowerDensity,FluxDensity1,CentralConeFlux1,F1,wavelength1,photonEnergy1,FluxDensity3,CentralConeFlux3,F3,wavelength3,photonEnergy3,FluxDensity5,CentralConeFlux5,F5,wavelength5,photonEnergy5,FluxDensity7,CentralConeFlux7,F7,wavelength7,photonEnergy7,FluxDensity9,CentralConeFlux9,F9,wavelength9,photonEnergy9,FluxDensity11,CentralConeFlux11,F11,wavelength11,photonEnergy11,FluxDensity13,CentralConeFlux13,F13,wavelength13,photonEnergy13,FluxDensity15,CentralConeFlux15,F15,wavelength15,photonEnergy15,FluxDensity17,CentralConeFlux17,F17,wavelength17,photonEnergy17,FluxDensity19,CentralConeFlux19,F19,wavelength19,photonEnergy19
" 1.625000e+00"," 2.235130e+03"," 1.928524e+04"," 1.768276e+18"," 3.714620e+15"," 3.452895e-01"," 8.411062e-10"," 1.473060e+00"," 1.421958e+18"," 1.457173e+15"," 4.063509e-01"," 2.803600e-10"," 4.419319e+00"," 7.526413e+17"," 6.766276e+14"," 3.144768e-01"," 1.682160e-10"," 7.365531e+00"," 3.755243e+17"," 3.271884e+14"," 2.128947e-01"," 1.201543e-10"," 1.031174e+01"," 1.834224e+17"," 1.608582e+14"," 1.345720e-01"," 9.345298e-11"," 1.325800e+01"," 8.837867e+16"," 7.975898e+13"," 8.155323e-02"," 7.646109e-11"," 1.620432e+01"," 4.240300e+16"," 3.974423e+13"," 4.802710e-02"," 6.469756e-11"," 1.915064e+01"," 2.021923e+16"," 1.986756e+13"," 2.770159e-02"," 5.607102e-11"," 2.209698e+01"," 9.621495e+15"," 9.952863e+12"," 1.572772e-02"," 4.947428e-11"," 2.504331e+01"," 4.582918e+15"," 4.993605e+12"," 8.819353e-03"," 4.426637e-11"," 2.798965e+01"
" 1.636205e+00"," 2.266059e+03"," 1.942375e+04"," 1.759741e+18"," 3.727219e+15"," 3.437538e-01"," 8.477291e-10"," 1.461552e+00"," 1.428113e+18"," 1.474626e+15"," 4.080052e-01"," 2.825675e-10"," 4.384793e+00"," 7.639333e+17"," 6.910174e+14"," 3.186556e-01"," 1.695405e-10"," 7.307988e+00"," 3.836921e+17"," 3.372878e+14"," 2.177516e-01"," 1.211004e-10"," 1.023118e+01"," 1.890490e+17"," 1.674002e+14"," 1.389508e-01"," 9.418883e-11"," 1.315443e+01"," 9.226277e+16"," 8.379710e+13"," 8.501279e-02"," 7.706314e-11"," 1.607772e+01"," 4.468916e+16"," 4.215772e+13"," 5.054557e-02"," 6.520699e-11"," 1.900103e+01"," 2.152077e+16"," 2.127711e+13"," 2.943516e-02"," 5.651252e-11"," 2.192434e+01"," 1.034348e+16"," 1.076190e+13"," 1.687332e-02"," 4.986384e-11"," 2.484766e+01"," 4.960338e+15"," 5.451731e+12"," 9.553239e-03"," 4.461492e-11"," 2.777098e+01"
" 1.647509e+00"," 2.297479e+03"," 1.956349e+04"," 1.754087e+18"," 3.739709e+15"," 3.421900e-01"," 8.544571e-10"," 1.450043e+00"," 1.435316e+18"," 1.492096e+15"," 4.095882e-01"," 2.848101e-10"," 4.350267e+00"," 7.741404e+17"," 7.055605e+14"," 3.228001e-01"," 1.708861e-10"," 7.250445e+00"," 3.927435e+17"," 3.475934e+14"," 2.226379e-01"," 1.220615e-10"," 1.015062e+01"," 1.952558e+17"," 1.741402e+14"," 1.434073e-01"," 9.493636e-11"," 1.305085e+01"," 9.614250e+16"," 8.799772e+13"," 8.857141e-02"," 7.767475e-11"," 1.595113e+01"," 4.701093e+16"," 4.469262e+13"," 5.316290e-02"," 6.572451e-11"," 1.885142e+01"," 2.286947e+16"," 2.277189e+13"," 3.125502e-02"," 5.696103e-11"," 2.175171e+01"," 1.108446e+16"," 1.162818e+13"," 1.808798e-02"," 5.025959e-11"," 2.465201e+01"," 5.382227e+15"," 5.947015e+12"," 1.033908e-02"," 4.496901e-11"," 2.755231e+01"
" 1.658915e+00"," 2.329402e+03"," 1.970450e+04"," 1.741736e+18"," 3.752092e+15"," 3.405982e-01"," 8.612928e-10"," 1.438535e+00"," 1.440040e+18"," 1.509581e+15"," 4.110992e-01"," 2.870886e-10"," 4.315741e+00"," 7.835660e+17"," 7.202551e+14"," 3.269078e-01"," 1.722532e-10"," 7.192902e+00"," 4.018308e+17"," 3.581061e+14"," 2.275509e-01"," 1.230380e-10"," 1.007006e+01"," 2.015943e+17"," 1.810816e+14"," 1.479400e-01"," 9.569585e-11"," 1.294727e+01"," 1.002372e+17"," 9.236527e+13"," 9.222960e-02"," 7.829615e-11"," 1.582453e+01"," 4.946376e+16"," 4.735353e+13"," 5.588106e-02"," 6.625030e-11"," 1.870180e+01"," 2.431840e+16"," 2.435604e+13"," 3.316399e-02"," 5.741672e-11"," 2.157908e+01"," 1.189523e+16"," 1.255505e+13"," 1.937476e-02"," 5.066167e-11"," 2.445636e+01"," 5.830435e+15"," 6.482031e+12"," 1.117979e-02"," 4.532876e-11"," 2.733364e+01"
" 1.670426e+00"," 2.361839e+03"," 1.984680e+04"," 1.733681e+18"," 3.764366e+15"," 3.389788e-01"," 8.682387e-10"," 1.427027e+00"," 1.446097e+18"," 1.527078e+15"," 4.125373e-01"," 2.894038e-10"," 4.281215e+00"," 7.939066e+17"," 7.350994e+14"," 3.309761e-01"," 1.736423e-10"," 7.135358e+00"," 4.108852e+17"," 3.688265e+14"," 2.324881e-01"," 1.240302e-10"," 9.989502e+00"," 2.080524e+17"," 1.882274e+14"," 1.525478e-01"," 9.646759e-11"," 1.284369e+01"," 1.046007e+17"," 9.690417e+13"," 9.598773e-02"," 7.892757e-11"," 1.569794e+01"," 5.205577e+16"," 5.014513e+13"," 5.870197e-02"," 6.678458e-11"," 1.855219e+01"," 2.585035e+16"," 2.603378e+13"," 3.516488e-02"," 5.787976e-11"," 2.140645e+01"," 1.276843e+16"," 1.354602e+13"," 2.073678e-02"," 5.107023e-11"," 2.426071e+01"," 6.299566e+15"," 7.059492e+12"," 1.207835e-02"," 4.569432e-11"," 2.711497e+01"
" 1.682043e+00"," 2.394805e+03"," 1.999043e+04"," 1.724798e+18"," 3.776533e+15"," 3.373318e-01"," 8.752976e-10"," 1.415519e+00"," 1.451392e+18"," 1.544586e+15"," 4.139017e-01"," 2.917567e-10"," 4.246689e+00"," 8.041483e+17"," 7.500914e+14"," 3.350026e-01"," 1.750540e-10"," 7.077815e+00"," 4.198278e+17"," 3.797554e+14"," 2.374466e-01"," 1.250386e-10"," 9.908941e+00"," 2.144390e+17"," 1.955807e+14"," 1.572289e-01"," 9.725188e-11"," 1.274011e+01"," 1.086537e+17"," 1.016189e+14"," 9.984608e-02"," 7.956926e-11"," 1.557134e+01"," 5.469251e+16"," 5.307217e+13"," 6.162745e-02"," 6.732754e-11"," 1.840257e+01"," 2.734000e+16"," 2.780952e+13"," 3.726051e-02"," 5.835033e-11"," 2.123381e+01"," 1.367110e+16"," 1.460476e+13"," 2.217724e-02"," 5.148543e-11"," 2.406506e+01"," 6.821585e+15"," 7.682260e+12"," 1.303787e-02"," 4.606581e-11"," 2.689630e+01"
" 1.693769e+00"," 2.428310e+03"," 2.013539e+04"," 1.718092e+18"," 3.788592e+15"," 3.356577e-01"," 8.824721e-10"," 1.404010e+00"," 1.459180e+18"," 1.562100e+15"," 4.151918e-01"," 2.941481e-10"," 4.212163e+00"," 8.150272e+17"," 7.652290e+14"," 3.389848e-01"," 1.764889e-10"," 7.020272e+00"," 4.282160e+17"," 3.908933e+14"," 2.424237e-01"," 1.260635e-10"," 9.828381e+00"," 2.213905e+17"," 2.031445e+14"," 1.619818e-01"," 9.804903e-11"," 1.263654e+01"," 1.131403e+17"," 1.065138e+14"," 1.038048e-01"," 8.022147e-11"," 1.544474e+01"," 5.749516e+16"," 5.613950e+13"," 6.465925e-02"," 6.787941e-11"," 1.825296e+01"," 2.902855e+16"," 2.968775e+13"," 3.945366e-02"," 5.882861e-11"," 2.106118e+01"," 1.464415e+16"," 1.573508e+13"," 2.369937e-02"," 5.190744e-11"," 2.386941e+01"," 7.366926e+15"," 8.353346e+12"," 1.406154e-02"," 4.644340e-11"," 2.667763e+01"
" 1.705606e+00"," 2.462370e+03"," 2.028174e+04"," 1.711095e+18"," 3.800544e+15"," 3.339566e-01"," 8.897653e-10"," 1.392502e+00"," 1.465524e+18"," 1.579618e+15"," 4.164067e-01"," 2.965791e-10"," 4.177637e+00"," 8.241792e+17"," 7.805101e+14"," 3.429200e-01"," 1.779475e-10"," 6.962729e+00"," 4.375251e+17"," 4.022406e+14"," 2.474163e-01"," 1.271053e-10"," 9.747820e+00"," 2.281487e+17"," 2.109217e+14"," 1.668046e-01"," 9.885935e-11"," 1.253296e+01"," 1.177006e+17"," 1.115935e+14"," 1.078638e-01"," 8.088445e-11"," 1.531815e+01"," 6.038973e+16"," 5.935206e+13"," 6.779902e-02"," 6.844040e-11"," 1.810334e+01"," 3.073859e+16"," 3.167313e+13"," 4.174712e-02"," 5.931479e-11"," 2.088855e+01"," 1.564050e+16"," 1.694095e+13"," 2.530643e-02"," 5.233643e-11"," 2.367376e+01"," 7.961848e+15"," 9.075919e+12"," 1.515265e-02"," 4.682723e-11"," 2.645896e+01"
" 1.717556e+00"," 2.496997e+03"," 2.042949e+04"," 1.701777e+18"," 3.812388e+15"," 3.322287e-01"," 8.971800e-10"," 1.380994e+00"," 1.470337e+18"," 1.597139e+15"," 4.175457e-01"," 2.990506e-10"," 4.143111e+00"," 8.339495e+17"," 7.959324e+14"," 3.468058e-01"," 1.794304e-10"," 6.905186e+00"," 4.468783e+17"," 4.137976e+14"," 2.524214e-01"," 1.281646e-10"," 9.667260e+00"," 2.350943e+17"," 2.189154e+14"," 1.716955e-01"," 9.968318e-11"," 1.242938e+01"," 1.223149e+17"," 1.168623e+14"," 1.120231e-01"," 8.155849e-11"," 1.519155e+01"," 6.322011e+16"," 6.271485e+13"," 7.104833e-02"," 6.901073e-11"," 1.795373e+01"," 3.256153e+16"," 3.377043e+13"," 4.414362e-02"," 5.980908e-11"," 2.071592e+01"," 1.672852e+16"," 1.822649e+13"," 2.700176e-02"," 5.277257e-11"," 2.347811e+01"," 8.566827e+15"," 9.853309e+12"," 1.631458e-02"," 4.721746e-11"," 2.624029e+01"
" 1.729623e+00"," 2.532206e+03"," 2.057868e+04"," 1.693319e+18"," 3.824124e+15"," 3.304744e-01"," 9.047193e-10"," 1.369486e+00"," 1.468100e+18"," 1.614658e+15"," 4.186081e-01"," 3.015636e-10"," 4.108585e+00"," 8.441191e+17"," 8.114937e+14"," 3.506396e-01"," 1.809382e-10"," 6.847642e+00"," 4.561756e+17"," 4.255646e+14"," 2.574361e-01"," 1.292416e-10"," 9.586699e+00"," 2.418055e+17"," 2.271281e+14"," 1.766523e-01"," 1.005209e-10"," 1.232580e+01"," 1.271481e+17"," 1.223249e+14"," 1.162822e-01"," 8.224386e-11"," 1.506495e+01"," 6.629722e+16"," 6.623294e+13"," 7.440862e-02"," 6.959065e-11"," 1.780411e+01"," 3.442099e+16"," 3.598455e+13"," 4.664587e-02"," 6.031168e-11"," 2.054328e+01"," 1.787053e+16"," 1.959599e+13"," 2.878870e-02"," 5.321604e-11"," 2.328246e+01"," 9.240587e+15"," 1.068901e+13"," 1.755080e-02"," 4.761424e-11"," 2.602162e+01"
" 1.741809e+00"," 2.568012e+03"," 2.072934e+04"," 1.683223e+18"," 3.835753e+15"," 3.286938e-01"," 9.123864e-10"," 1.357977e+00"," 1.472396e+18"," 1.632174e+15"," 4.195932e-01"," 3.041193e-10"," 4.074059e+00"," 8.543838e+17"," 8.271914e+14"," 3.544189e-01"," 1.824716e-10"," 6.790099e+00"," 4.654513e+17"," 4.375415e+14"," 2.624571e-01"," 1.303368e-10"," 9.506139e+00"," 2.489274e+17"," 2.355627e+14"," 1.816728e-01"," 1.013727e-10"," 1.222222e+01"," 1.320112e+17"," 1.279855e+14"," 1.206408e-01"," 8.294084e-11"," 1.493836e+01"," 6.945185e+16"," 6.991149e+13"," 7.788123e-02"," 7.018041e-11"," 1.765450e+01"," 3.640794e+16"," 3.832054e+13"," 4.925653e-02"," 6.082280e-11"," 2.037065e+01"," 1.907569e+16"," 2.105391e+13"," 3.067062e-02"," 5.366702e-11"," 2.308680e+01"," 9.945367e+15"," 1.158669e+13"," 1.886488e-02"," 4.801775e-11"," 2.580296e+01"
" 1.754116e+00"," 2.604429e+03"," 2.088151e+04"," 1.675594e+18"," 3.847275e+15"," 3.268873e-01"," 9.201846e-10"," 1.346469e+00"," 1.476849e+18"," 1.649683e+15"," 4.205005e-01"," 3.067186e-10"," 4.039534e+00"," 8.634451e+17"," 8.430232e+14"," 3.581412e-01"," 1.840311e-10"," 6.732556e+00"," 4.741509e+17"," 4.497284e+14"," 2.674811e-01"," 1.314508e-10"," 9.425578e+00"," 2.561566e+17"," 2.442217e+14"," 1.867547e-01"," 1.022392e-10"," 1.211864e+01"," 1.373040e+17"," 1.338486e+14"," 1.250983e-01"," 8.364974e-11"," 1.481176e+01"," 7.276350e+16"," 7.375570e+13"," 8.146738e-02"," 7.078024e-11"," 1.750489e+01"," 3.852206e+16"," 4.078355e+13"," 5.197818e-02"," 6.134265e-11"," 2.019802e+01"," 2.028962e+16"," 2.260485e+13"," 3.265091e-02"," 5.412571e-11"," 2.289115e+01"," 1.070648e+16"," 1.255019e+13"," 2.026043e-02"," 4.842816e-11"," 2.558429e+01"
" 1.766547e+00"," 2.641475e+03"," 2.103521e+04"," 1.663052e+18"," 3.858690e+15"," 3.250550e-01"," 9.281172e-10"," 1.334961e+00"," 1.479495e+18"," 1.667183e+15"," 4.213291e-01"," 3.093627e-10"," 4.005008e+00"," 8.725065e+17"," 8.589864e+14"," 3.618039e-01"," 1.856176e-10"," 6.675013e+00"," 4.834548e+17"," 4.621251e+14"," 2.725050e-01"," 1.325840e-10"," 9.345018e+00"," 2.635126e+17"," 2.531077e+14"," 1.918955e-01"," 1.031205e-10"," 1.201507e+01"," 1.419858e+17"," 1.399187e+14"," 1.296538e-01"," 8.437085e-11"," 1.468517e+01"," 7.618280e+16"," 7.777086e+13"," 8.516814e-02"," 7.139041e-11"," 1.735527e+01"," 4.067237e+16"," 4.337889e+13"," 5.481338e-02"," 6.187147e-11"," 2.002539e+01"," 2.162278e+16"," 2.425359e+13"," 3.473296e-02"," 5.459231e-11"," 2.269550e+01"," 1.150588e+16"," 1.358353e+13"," 2.174119e-02"," 4.884565e-11"," 2.536562e+01"
" 1.779106e+00"," 2.679165e+03"," 2.119048e+04"," 1.655133e+18"," 3.869998e+15"," 3.231971e-01"," 9.361878e-10"," 1.323452e+00"," 1.483410e+18"," 1.684672e+15"," 4.220785e-01"," 3.120528e-10"," 3.970482e+00"," 8.822525e+17"," 8.750785e+14"," 3.654044e-01"," 1.872317e-10"," 6.617469e+00"," 4.927608e+17"," 4.747313e+14"," 2.775253e-01"," 1.337369e-10"," 9.264457e+00"," 2.706011e+17"," 2.622231e+14"," 1.970926e-01"," 1.040172e-10"," 1.191149e+01"," 1.473306e+17"," 1.462002e+14"," 1.343066e-01"," 8.510451e-11"," 1.455857e+01"," 7.965471e+16"," 8.196228e+13"," 8.898445e-02"," 7.201120e-11"," 1.720566e+01"," 4.293701e+16"," 4.611195e+13"," 5.776456e-02"," 6.240948e-11"," 1.985275e+01"," 2.303547e+16"," 2.600508e+13"," 3.692019e-02"," 5.506703e-11"," 2.249985e+01"," 1.236587e+16"," 1.469092e+13"," 2.331091e-02"," 4.927039e-11"," 2.514695e+01"
" 1.791794e+00"," 2.717517e+03"," 2.134736e+04"," 1.646213e+18"," 3.881199e+15"," 3.213141e-01"," 9.444000e-10"," 1.311944e+00"," 1.487323e+18"," 1.702146e+15"," 4.227482e-01"," 3.147901e-10"," 3.935956e+00"," 8.880358e+17"," 8.912967e+14"," 3.689403e-01"," 1.888741e-10"," 6.559926e+00"," 5.018753e+17"," 4.875465e+14"," 2.825386e-01"," 1.349101e-10"," 9.183897e+00"," 2.780755e+17"," 2.715702e+14"," 2.023431e-01"," 1.049297e-10"," 1.180791e+01"," 1.527159e+17"," 1.526973e+14"," 1.390553e-01"," 8.585104e-11"," 1.443197e+01"," 8.326197e+16"," 8.633534e+13"," 9.291712e-02"," 7.264288e-11"," 1.705604e+01"," 4.520488e+16"," 4.898828e+13"," 6.083411e-02"," 6.295693e-11"," 1.968012e+01"," 2.453339e+16"," 2.786444e+13"," 3.921597e-02"," 5.555007e-11"," 2.230420e+01"," 1.327561e+16"," 1.587674e+13"," 2.497346e-02"," 4.970259e-11"," 2.492828e+01"
" 1.804616e+00"," 2.756547e+03"," 2.150588e+04"," 1.636732e+18"," 3.892294e+15"," 3.194059e-01"," 9.527575e-10"," 1.300436e+00"," 1.487562e+18"," 1.719603e+15"," 4.233375e-01"," 3.175759e-10"," 3.901430e+00"," 8.971555e+17"," 9.076381e+14"," 3.724089e-01"," 1.905455e-10"," 6.502383e+00"," 5.112731e+17"," 5.005702e+14"," 2.875414e-01"," 1.361039e-10"," 9.103336e+00"," 2.855955e+17"," 2.811512e+14"," 2.076442e-01"," 1.058582e-10"," 1.170433e+01"," 1.580834e+17"," 1.594144e+14"," 1.438989e-01"," 8.661079e-11"," 1.430538e+01"," 8.715631e+16"," 9.089547e+13"," 9.696677e-02"," 7.328573e-11"," 1.690643e+01"," 4.766484e+16"," 5.201352e+13"," 6.402430e-02"," 6.351407e-11"," 1.950749e+01"," 2.605016e+16"," 2.983694e+13"," 4.162369e-02"," 5.604167e-11"," 2.210855e+01"," 1.424992e+16"," 1.714558e+13"," 2.673271e-02"," 5.014243e-11"," 2.470961e+01"
" 1.817573e+00"," 2.796274e+03"," 2.166609e+04"," 1.628428e+18"," 3.903282e+15"," 3.174730e-01"," 9.612643e-10"," 1.288928e+00"," 1.490495e+18"," 1.737040e+15"," 4.238459e-01"," 3.204114e-10"," 3.866904e+00"," 9.052021e+17"," 9.241000e+14"," 3.758079e-01"," 1.922468e-10"," 6.444840e+00"," 5.193435e+17"," 5.138018e+14"," 2.925301e-01"," 1.373192e-10"," 9.022776e+00"," 2.935768e+17"," 2.909682e+14"," 2.129928e-01"," 1.068034e-10"," 1.160075e+01"," 1.637124e+17"," 1.663557e+14"," 1.488358e-01"," 8.738410e-11"," 1.417878e+01"," 9.097053e+16"," 9.564810e+13"," 1.011339e-01"," 7.394007e-11"," 1.675681e+01"," 5.023322e+16"," 5.519344e+13"," 6.733729e-02"," 6.408116e-11"," 1.933486e+01"," 2.770371e+16"," 3.192803e+13"," 4.414667e-02"," 5.654204e-11"," 2.191290e+01"," 1.523798e+16"," 1.850221e+13"," 2.859263e-02"," 5.059013e-11"," 2.449094e+01"
" 1.830670e+00"," 2.836716e+03"," 2.182801e+04"," 1.615843e+18"," 3.914163e+15"," 3.155156e-01"," 9.699243e-10"," 1.277419e+00"," 1.492451e+18"," 1.754454e+15"," 4.242728e-01"," 3.232980e-10"," 3.832378e+00"," 9.143988e+17"," 9.406792e+14"," 3.791346e-01"," 1.939788e-10"," 6.387297e+00"," 5.290346e+17"," 5.272403e+14"," 2.975011e-01"," 1.385563e-10"," 8.942215e+00"," 3.003674e+17"," 3.010230e+14"," 2.183857e-01"," 1.077656e-10"," 1.149718e+01"," 1.696336e+17"," 1.735255e+14"," 1.538643e-01"," 8.817134e-11"," 1.405218e+01"," 9.499698e+16"," 1.005987e+14"," 1.054187e-01"," 7.460620e-11"," 1.660720e+01"," 5.289794e+16"," 5.853391e+13"," 7.077514e-02"," 6.465847e-11"," 1.916222e+01"," 2.938877e+16"," 3.414332e+13"," 4.678822e-02"," 5.705143e-11"," 2.171725e+01"," 1.632876e+16"," 1.995161e+13"," 3.055719e-02"," 5.104590e-11"," 2.427227e+01"
" 1.843909e+00"," 2.877895e+03"," 2.199170e+04"," 1.607336e+18"," 3.924938e+15"," 3.135338e-01"," 9.787418e-10"," 1.265911e+00"," 1.493328e+18"," 1.771843e+15"," 4.246178e-01"," 3.262370e-10"," 3.797852e+00"," 9.224916e+17"," 9.573728e+14"," 3.823866e-01"," 1.957422e-10"," 6.329753e+00"," 5.379804e+17"," 5.408849e+14"," 3.024506e-01"," 1.398159e-10"," 8.861655e+00"," 3.081628e+17"," 3.113177e+14"," 2.238195e-01"," 1.087453e-10"," 1.139360e+01"," 1.751842e+17"," 1.809278e+14"," 1.589826e-01"," 8.897290e-11"," 1.392559e+01"," 9.917395e+16"," 1.057529e+14"," 1.098214e-01"," 7.528443e-11"," 1.645759e+01"," 5.566239e+16"," 6.204092e+13"," 7.433975e-02"," 6.524627e-11"," 1.898959e+01"," 3.122149e+16"," 3.648859e+13"," 4.955159e-02"," 5.757008e-11"," 2.152160e+01"," 1.746770e+16"," 2.149895e+13"," 3.263040e-02"," 5.150996e-11"," 2.405360e+01"
" 1.857294e+00"," 2.919828e+03"," 2.215718e+04"," 1.597731e+18"," 3.935606e+15"," 3.115280e-01"," 9.877211e-10"," 1.254403e+00"," 1.495333e+18"," 1.789205e+15"," 4.248804e-01"," 3.292300e-10"," 3.763326e+00"," 9.312164e+17"," 9.741777e+14"," 3.855614e-01"," 1.975380e-10"," 6.272210e+00"," 5.468376e+17"," 5.547344e+14"," 3.073750e-01"," 1.410986e-10"," 8.781094e+00"," 3.160006e+17"," 3.218538e+14"," 2.292907e-01"," 1.097429e-10"," 1.129002e+01"," 1.811845e+17"," 1.885667e+14"," 1.641887e-01"," 8.978917e-11"," 1.379899e+01"," 1.030400e+17"," 1.111160e+14"," 1.143419e-01"," 7.597512e-11"," 1.630797e+01"," 5.845716e+16"," 6.572053e+13"," 7.803290e-02"," 6.584486e-11"," 1.881696e+01"," 3.300894e+16"," 3.896979e+13"," 5.243996e-02"," 5.809824e-11"," 2.132595e+01"," 1.864749e+16"," 2.314961e+13"," 3.481630e-02"," 5.198252e-11"," 2.383493e+01"
" 1.870829e+00"," 2.962539e+03"," 2.232451e+04"," 1.587359e+18"," 3.946169e+15"," 3.094983e-01"," 9.968667e-10"," 1.242894e+00"," 1.495803e+18"," 1.806535e+15"," 4.250600e-01"," 3.322785e-10"," 3.728800e+00"," 9.383613e+17"," 9.910906e+14"," 3.886566e-01"," 1.993671e-10"," 6.214667e+00"," 5.563930e+17"," 5.687875e+14"," 3.122704e-01"," 1.424051e-10"," 8.700534e+00"," 3.240458e+17"," 3.326329e+14"," 2.347958e-01"," 1.107591e-10"," 1.118644e+01"," 1.874342e+17"," 1.964463e+14"," 1.694803e-01"," 9.062055e-11"," 1.367240e+01"," 1.074308e+17"," 1.166937e+14"," 1.189799e-01"," 7.667859e-11"," 1.615836e+01"," 6.142312e+16"," 6.957893e+13"," 8.185622e-02"," 6.645454e-11"," 1.864432e+01"," 3.500456e+16"," 4.159302e+13"," 5.545644e-02"," 5.863619e-11"," 2.113030e+01"," 1.992798e+16"," 2.490916e+13"," 3.711892e-02"," 5.246384e-11"," 2.361626e+01"
" 1.884516e+00"," 3.006047e+03"," 2.249374e+04"," 1.574877e+18"," 3.956625e+15"," 3.074451e-01"," 1.006183e-09"," 1.231386e+00"," 1.494226e+18"," 1.823832e+15"," 4.251564e-01"," 3.353839e-10"," 3.694274e+00"," 9.454278e+17"," 1.008108e+15"," 3.916696e-01"," 2.012303e-10"," 6.157124e+00"," 5.650166e+17"," 5.830430e+14"," 3.171329e-01"," 1.437359e-10"," 8.619973e+00"," 3.319451e+17"," 3.436564e+14"," 2.403309e-01"," 1.117942e-10"," 1.108286e+01"," 1.933771e+17"," 2.045703e+14"," 1.748550e-01"," 9.146747e-11"," 1.354580e+01"," 1.117911e+17"," 1.224915e+14"," 1.237349e-01"," 7.739521e-11"," 1.600874e+01"," 6.445191e+16"," 7.362237e+13"," 8.581115e-02"," 6.707561e-11"," 1.847169e+01"," 3.704707e+16"," 4.436454e+13"," 5.860404e-02"," 5.918419e-11"," 2.093465e+01"," 2.127675e+16"," 2.678340e+13"," 3.954230e-02"," 5.295416e-11"," 2.339760e+01"
" 1.898361e+00"," 3.050377e+03"," 2.266489e+04"," 1.566821e+18"," 3.966975e+15"," 3.053685e-01"," 1.015675e-09"," 1.219878e+00"," 1.497330e+18"," 1.841092e+15"," 4.251690e-01"," 3.385479e-10"," 3.659748e+00"," 9.533236e+17"," 1.025227e+15"," 3.945980e-01"," 2.031287e-10"," 6.099581e+00"," 5.742202e+17"," 5.974992e+14"," 3.219587e-01"," 1.450919e-10"," 8.539413e+00"," 3.401173e+17"," 3.549255e+14"," 2.458921e-01"," 1.128489e-10"," 1.097928e+01"," 1.998779e+17"," 2.129427e+14"," 1.803102e-01"," 9.233037e-11"," 1.341920e+01"," 1.164507e+17"," 1.285149e+14"," 1.286061e-01"," 7.812536e-11"," 1.585913e+01"," 6.769163e+16"," 7.785719e+13"," 8.989897e-02"," 6.770840e-11"," 1.829906e+01"," 3.919909e+16"," 4.729078e+13"," 6.188568e-02"," 5.974253e-11"," 2.073899e+01"," 2.272317e+16"," 2.877831e+13"," 4.209046e-02"," 5.345373e-11"," 2.317893e+01"
" 1.912366e+00"," 3.095550e+03"," 2.283803e+04"," 1.556288e+18"," 3.977220e+15"," 3.032689e-01"," 1.025349e-09"," 1.208370e+00"," 1.497809e+18"," 1.858314e+15"," 4.250974e-01"," 3.417721e-10"," 3.625222e+00"," 9.610806e+17"," 1.042444e+15"," 3.974394e-01"," 2.050633e-10"," 6.042037e+00"," 5.845398e+17"," 6.121545e+14"," 3.267438e-01"," 1.464738e-10"," 8.458852e+00"," 3.479311e+17"," 3.664415e+14"," 2.514753e-01"," 1.139236e-10"," 1.087571e+01"," 2.061653e+17"," 2.215670e+14"," 1.858429e-01"," 9.320970e-11"," 1.329261e+01"," 1.212559e+17"," 1.347694e+14"," 1.335927e-01"," 7.886941e-11"," 1.570951e+01"," 7.104452e+16"," 8.228980e+13"," 9.412077e-02"," 6.835324e-11"," 1.812643e+01"," 4.140480e+16"," 5.037831e+13"," 6.530414e-02"," 6.031151e-11"," 2.054334e+01"," 2.415412e+16"," 3.090010e+13"," 4.476738e-02"," 5.396281e-11"," 2.296026e+01"
" 1.926535e+00"," 3.141593e+03"," 2.301319e+04"," 1.546220e+18"," 3.987359e+15"," 3.011463e-01"," 1.035208e-09"," 1.196861e+00"," 1.496528e+18"," 1.875493e+15"," 4.249414e-01"," 3.450584e-10"," 3.590696e+00"," 9.681462e+17"," 1.059755e+15"," 4.001914e-01"," 2.070350e-10"," 5.984494e+00"," 5.931088e+17"," 6.270071e+14"," 3.314841e-01"," 1.478822e-10"," 8.378292e+00"," 3.562607e+17"," 3.782051e+14"," 2.570764e-01"," 1.150191e-10"," 1.077213e+01"," 2.129556e+17"," 2.304469e+14"," 1.914502e-01"," 9.410595e-11"," 1.316601e+01"," 1.258110e+17"," 1.412605e+14"," 1.386935e-01"," 7.962777e-11"," 1.555990e+01"," 7.426926e+16"," 8.692670e+13"," 9.847743e-02"," 6.901048e-11"," 1.795379e+01"," 4.375315e+16"," 5.363385e+13"," 6.886208e-02"," 6.089143e-11"," 2.034769e+01"," 2.573808e+16"," 3.315516e+13"," 4.757700e-02"," 5.448168e-11"," 2.274159e+01"
